STOP_FRISK_ID,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_BORO_NAME
49,9:15:00,2018,January,Tuesday,Based on Radio Run,POF,48,SGT,48,1,OTHER,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,CALM,24,FEMALE,BLACK HISPANIC,5.3,120,THN,BLK,BLD,48,EAST TREMONT AVENUE && ARTHUR AVENUE,BRONX
50,5:01:00,2018,January,Tuesday,Based on Radio Run,POM,67,SGT,67,1,RECKLESS ENDANGERMENT,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NERVOUS,18,MALE,BLACK,5.7,200,MED,BRO,BLK,67,5202 SNYDER AVENUE,BROOKLYN
51,0:05:00,2018,January,Wednesday,Based on C/W on Scene,POM,14,SGT,14,2,PETIT LARCENY,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,COMPLIANT,27,MALE,BLACK HISPANIC,5.1,180,MED,BLK,BRO,14,WEST 42 STREET && 9 AVENUE,MANHATTAN
52,14:03:00,2018,January,Wednesday,Based on Self Initiated,POM,806,LT,806,1,CRIMINAL TRESPASS,2,1,0,1,CRIMINAL TRESPASS,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NERVOUS,24,MALE,BLACK,5.9,175,MED,BRO,BLK,26,1470 AMSTERDAM AVENUE,MANHATTAN
53,19:50:00,2018,January,Wednesday,Based on Self Initiated,POF,807,SGT,807,10,CRIMINAL TRESPASS,10,1,0,1,CRIMINAL TRESPASS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,CALM,16,FEMALE,BLACK,5.1,210,HEA,BRO,BLK,40,515 EAST 143 STREET,BRONX
54,19:50:00,2018,January,Wednesday,Based on Self Initiated,POF,807,SGT,807,10,CRIMINAL TRESPASS,10,1,0,1,CRIMINAL TRESPASS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,CALM,17,MALE,BLACK,5.11,190,THN,BRO,BLK,40,515 EAST 141 STREET,BRONX
55,15:17:00,2018,January,Wednesday,Based on Radio Run,POF,41,SGT,41,1,ROBBERY,5,1,0,1,ROBBERY,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NERVOUS,18,MALE,BLACK HISPANIC,5.6,150,THN,BRO,BLK,41,941 FAILE STREET,BRONX
56,19:45:00,2018,January,Wednesday,Based on Radio Run,POF,42,SGT,42,1,GRAND LARCENY,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,0,MALE,BLACK,6.1,230,MED,BRO,BLK,42,EAST 174 STREET && SOUTHERN BOULEVARD,BRONX
57,15:00:00,2018,January,Wednesday,Based on Radio Run,POM,807,SGT,807,1,CPW,4,1,0,1,CPW,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NERVOUS , SWEATY",21,MALE,BLACK,5.9,250,HEA,BRO,BLK,42,735 EAST 165 STREET,BRONX
58,15:05:00,2018,January,Wednesday,Based on Self Initiated,POM,44,SSA,44,1,CPW,2,1,0,1,CPW,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,IRATE,42,MALE,WHITE HISPANIC,6.1,233,HEA,BRO,BLK,44,1505 TOWNSEND AVENUE,BRONX
59,19:41:00,2018,January,Wednesday,Based on Radio Run,POM,44,SGT,44,1,CPW,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,UNDERSTANDING,22,MALE,BLACK,5.1,185,MED,BLK,BLK,44,975 WALTON AVENUE,BRONX
60,13:50:00,2018,January,Wednesday,Based on Radio Run,POM,46,SGT,46,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"NERVOUS, AGGRESSIVE.",32,MALE,BLACK,5.7,230,HEA,BRO,BLK,46,1 EAST BURNSIDE AVENUE,BRONX
61,2:50:00,2018,January,Wednesday,Based on Self Initiated,POM,46,SGT,46,2,CPW,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AGGRESIVE,0,MALE,WHITE HISPANIC,5.6,165,MED,ZZZ,XXX,46,50 WEST BURNSIDE AVENUE,BRONX
62,13:00:00,2018,January,Wednesday,Based on Radio Run,POM,801,SGT,801,3,ASSAULT,5,1,0,1,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,UPSET,23,MALE,BLACK,6.2,170,MED,BRO,BLK,60,3194 BAY VIEW AVENUE,BROOKLYN
63,23:00:00,2018,January,Wednesday,Based on Self Initiated,POM,425,LT,425,3,ROBBERY,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CALM,18,MALE,BLACK,5.8,140,THN,BRO,BLK,67,5802 CLARENDON ROAD,BROOKLYN
64,22:10:00,2018,January,Wednesday,Based on Radio Run,POM,72,SGT,72,1,ROBBERY,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,21,0,ASIAN / PACIFIC ISLANDER,5.8,160,THN,BRO,BLK,72,62 STREET && 7 AVENUE,BROOKLYN
65,13:10:00,2018,January,Wednesday,Based on Self Initiated,POF,94,SGT,94,10,CRIMINAL TRESPASS,1,1,0,1,CRIMINAL TRESPASS,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N/A,0,FEMALE,WHITE HISPANIC,5.4,120,THN,BRO,BRO,94,417 MORGAN AVENUE,BROOKLYN
66,13:10:00,2018,January,Wednesday,Based on Self Initiated,POF,94,SGT,94,10,CRIMINAL TRESPASS,1,1,0,1,CRIMINAL TRESPASS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N/A,18,FEMALE,WHITE HISPANIC,5.4,140,HEA,BRO,BRO,94,417 MORGAN AVENUE,BROOKLYN
67,1:17:00,2018,January,Wednesday,Based on Radio Run,POM,102,LT,102,1,ROBBERY,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CRYING,30,MALE,WHITE,5.3,170,HEA,BRO,BLK,106,107 AVENUE && 115 STREET,QUEENS
68,17:05:00,2018,January,Wednesday,Based on Radio Run,POM,111,LT,111,1,PETIT LARCENY,30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,CASUAL,24,MALE,ASIAN / PACIFIC ISLANDER,5.8,160,MED,BRO,BLK,111,255-10 NORTHERN BOULEVARD,QUEENS
69,9:05:00,2018,January,Thursday,Based on Self Initiated,POM,863,SGT,863,5,CPW,13,1,0,1,CPW,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,COOPERATIVE WITH VERBAL INSTRUCTIONS,37,MALE,WHITE,6.1,220,MED,BRO,BRO,17,EAST 42 STREET && LEXINGTON AVENUE,MANHATTAN
70,21:30:00,2018,January,Thursday,Based on Radio Run,POM,32,SGT,32,1,PETIT LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,APP NORMAL,16,MALE,BLACK,5.7,150,THN,BRO,BLK,32,7 AVENUE && WEST 145 STREET,MANHATTAN
71,21:30:00,2018,January,Thursday,Based on Radio Run,POM,32,SGT,32,1,PETIT LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,APP NORMAL,15,FEMALE,BLACK,5.5,120,THN,BRO,BLK,32,7 AVENUE && WEST 145 STREET,MANHATTAN
72,21:13:00,2018,January,Thursday,Based on Self Initiated,POM,40,SGT,40,5,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,2,1,0,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,CALM AND CORDIAL,57,MALE,BLACK,6.1,170,THN,BRO,BLK,40,601 PROSPECT AVENUE,BRONX
73,1:46:00,2018,January,Thursday,Based on Self Initiated,POM,42,SGT,42,1,CRIMINAL TRESPASS,10,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,CALM,32,MALE,BLACK,5.9,160,THN,BRO,BRO,42,745 EAST 165 STREET,BRONX
74,13:46:00,2018,January,Thursday,Based on Radio Run,POF,46,SGT,46,5,CPW,10,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,VERBALLY AGGRESSIVE,59,MALE,WHITE HISPANIC,5.5,150,MED,BRO,GRY,46,JEROME AVENUE && WEST 182 STREET,BRONX
75,13:20:00,2018,January,Thursday,Based on C/W on Scene,POM,802,SGT,802,1,OTHER,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,"CALM, UPSET",28,MALE,WHITE HISPANIC,null,190,MED,BRO,BLK,73,STONE AVENUE && LIVONIA AVENUE,BROOKLYN
76,23:10:00,2018,January,Thursday,Based on Radio Run,POM,75,SGT,75,2,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,UPSET,46,MALE,BLACK,5.7,180,MED,ZZZ,BLK,75,STANLEY AVENUE && SCHENCK AVENUE,BROOKLYN
77,0:35:00,2018,January,Thursday,Based on Radio Run,POM,78,SGT,78,2,BURGLARY,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"COMPLIANT, THANKFUL",57,MALE,BLACK,5.9,170,MED,BRO,BLK,78,SAINT MARKS AVENUE && VANDERBILT AVENUE,BROOKLYN
78,23:26:00,2018,January,Thursday,Based on Radio Run,POM,94,LT,94,1,BURGLARY,20,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,INTOX,39,MALE,WHITE HISPANIC,5.9,170,MED,BRO,BLK,94,213 NORTH 7 STREET,BROOKLYN
79,1:22:00,2018,January,Thursday,Based on Radio Run,POM,100,SGT,100,1,GRAND LARCENY AUTO,14,1,0,1,PETIT LARCENY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,N/A,13,MALE,WHITE HISPANIC,5.5,130,MED,BLK,BLK,100,BEACH 67 STREET && SURF AVENUE,QUEENS
80,1:22:00,2018,January,Thursday,Based on Radio Run,POM,100,SGT,100,1,GRAND LARCENY AUTO,14,1,0,1,PETIT LARCENY,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,CALM AND COMPLIANT,21,MALE,BLACK,5.9,155,THN,BLK,BLK,100,BEACH 67 STREET && SURF AVENUE,QUEENS
81,19:00:00,2018,January,Thursday,Based on Radio Run,POM,115,LT,115,0,BURGLARY,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CALM AND HELPFUL,40,MALE,WHITE HISPANIC,5.6,175,MED,BRO,BLK,115,37-67 92 STREET,QUEENS
82,21:14:00,2018,January,Thursday,Based on Radio Run,POM,121,SGT,121,5,ROBBERY,10,1,0,1,ROBBERY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,NERVOUS,23,MALE,BLACK,5.7,160,THN,BLK,BLK,121,HEBERTON AVENUE && BENNETT STREET,STATEN ISLAND
83,21:14:00,2018,January,Thursday,Based on Radio Run,POM,121,SGT,121,5,ROBBERY,10,1,0,1,ROBBERY,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,CALM,22,MALE,BLACK,6.1,170,THN,BLK,BLK,121,HEBERTON AVENUE && BENNETT STREET,STATEN ISLAND
84,19:15:00,2018,January,Friday,Based on Radio Run,POF,18,SGT,18,1,GRAND LARCENY,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,RESTLESS/ CONFUSED,29,MALE,BLACK,5.5,150,MED,BRO,BLK,18,151 WEST 54 STREET,MANHATTAN
85,0:56:00,2018,January,Friday,Based on Radio Run,POM,19,SGT,19,1,PETIT LARCENY,2,1,0,1,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,41,FEMALE,WHITE HISPANIC,5.3,140,THN,BLU,BLK,19,1 AVENUE && EAST 79 STREET,MANHATTAN
86,22:51:00,2018,January,Friday,Based on C/W on Scene,POM,42,SGT,42,1,CPW,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,OK,15,MALE,BLACK,5.1,150,THN,BRO,BLK,42,1544 BOONE AVENUE,BRONX
87,23:55:00,2018,January,Friday,Based on Self Initiated,POF,808,SGT,808,1,CRIMINAL POSSESSION OF MARIHUANA,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CALM,28,FEMALE,WHITE HISPANIC,5.4,160,MED,BRO,BLK,45,560 BALCOM AVENUE,BRONX
88,7:05:00,2018,January,Friday,Based on Radio Run,POM,45,SGT,45,5,OTHER,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,"ACTING NERVOUS, ANXIOUS,",25,MALE,BLACK,5.11,180,MED,BLK,BLK,45,2511 WESTCHESTER AVENUE,BRONX
89,0:55:00,2018,January,Friday,Based on Radio Run,POM,61,SGT,61,0,ROBBERY,10,1,0,1,ROBBERY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,ANNOYED,18,MALE,BLACK HISPANIC,5.6,150,MED,BRO,BLK,60,30 AVENUE V,BROOKLYN
90,3:39:00,2018,January,Friday,Based on Radio Run,POM,801,SGT,801,1,ROBBERY,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,18,MALE,BLACK,5.1,160,THN,ZZZ,BLK,60,2220 WEST 11 STREET,BROOKLYN
91,3:10:00,2018,January,Friday,Based on Radio Run,POM,61,LT,61,0,ROBBERY,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"ARGUMENTATIVE, LOUD, ANGRY, FLAILING ARMS AND THREATS WERE MADE",22,MALE,BLACK,5.1,170,MED,BRO,BLK,60,2357 WEST 11 STREET,BROOKLYN
92,22:05:00,2018,January,Friday,Based on Radio Run,POF,803,SGT,803,1,CRIMINAL TRESPASS,15,1,0,1,CRIMINAL TRESPASS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CALM,47,MALE,BLACK,5.1,165,THN,BRO,BRO,81,1871 FULTON STREET,BROOKLYN
93,15:15:00,2018,January,Friday,Based on Radio Run,POF,103,SGT,103,1,CPSP,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NORMAL,26,MALE,BLACK,5.7,205,MED,BRO,BLK,103,BREWER BOULEVARD && JAMAICA AVENUE,QUEENS
94,15:15:00,2018,January,Friday,Based on Radio Run,POF,103,SGT,103,1,CPSP,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NORMAL,21,FEMALE,WHITE HISPANIC,5.2,125,THN,BRO,BRO,103,BREWER BOULEVARD && JAMAICA AVENUE,QUEENS
95,21:00:00,2018,January,Friday,Based on Self Initiated,DT3,596,SGT,596,30,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,5,1,0,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NERVOUS,38,MALE,WHITE HISPANIC,5.8,160,MED,BRO,BLK,115,83 STREET && 31 AVENUE,QUEENS
96,10:50:00,2018,January,Friday,Based on Self Initiated,DT3,432,SGT,432,2,GRAND LARCENY,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,33,MALE,WHITE,6.3,215,MED,BRO,BRO,120,595 BAY STREET,STATEN ISLAND
97,19:13:00,2018,January,Saturday,Based on Self Initiated,POF,804,SGT,804,2,CRIMINAL TRESPASS,5,1,0,1,CRIMINAL TRESPASS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NERVOUS,21,MALE,WHITE HISPANIC,5.9,150,MED,BLK,BLK,5,10 CATHERINE SLIP,MANHATTAN
98,15:56:00,2018,January,Saturday,Based on Self Initiated,POM,804,SGT,804,1,CRIMINAL TRESPASS,17,1,0,1,CRIMINAL TRESPASS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NERVOUS,16,MALE,BLACK HISPANIC,5.8,115,THN,BRO,BLK,7,280 MADISON STREET,MANHATTAN
99,15:56:00,2018,January,Saturday,Based on Self Initiated,POM,804,SGT,804,1,CRIMINAL TRESPASS,17,1,0,1,CRIMINAL TRESPASS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NERVOUS,16,MALE,BLACK HISPANIC,5.9,135,THN,BRO,BLK,7,280 MADISON STREET,MANHATTAN
100,18:52:00,2018,January,Saturday,Based on C/W on Scene,POM,40,SGT,881,5,CPW,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NORMAL,20,MALE,ASIAN / PACIFIC ISLANDER,5.9,200,MED,BRO,BLK,18,50 WEST 50 STREET,MANHATTAN
101,15:57:00,2018,January,Saturday,Based on Radio Run,POM,23,SGT,23,2,ASSAULT,10,1,0,1,ASSAULT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ANNOYED,24,MALE,ASIAN / PACIFIC ISLANDER,5.6,150,THN,BLK,BLK,19,EAST 94 STREET && 2 AVENUE,MANHATTAN
102,15:20:00,2018,January,Saturday,Based on Radio Run,POF,25,SGT,25,0,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,COMPLIANT,46,MALE,BLACK HISPANIC,5.7,160,MED,BRO,BLK,25,3 AVENUE && EAST 122 STREET,MANHATTAN
103,15:20:00,2018,January,Saturday,Based on Radio Run,POF,25,SGT,25,0,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,COMPLIANT,49,MALE,WHITE HISPANIC,5.7,160,MED,BRO,BLD,25,3 AVENUE && EAST 122 STREET,MANHATTAN
104,22:54:00,2018,January,Saturday,Based on Radio Run,POM,33,SGT,33,1,BURGLARY,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,N/A,24,MALE,BLACK HISPANIC,5.11,null,MED,BRO,BLK,33,555 WEST 171 STREET,MANHATTAN
105,20:54:00,2018,January,Saturday,Based on C/W on Scene,POM,42,SGT,42,1,ROBBERY,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,OK,40,MALE,BLACK,6.1,200,THN,BRO,BLK,42,FREEMAN STREET && PROSPECT AVENUE,BRONX
106,21:10:00,2018,January,Saturday,Based on C/W on Scene,POM,42,SGT,42,1,ROBBERY,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,OK,28,MALE,BLACK,5.1,180,THN,BRO,BLK,42,EAST 163 STREET && TINTON AVENUE,BRONX
107,9:40:00,2018,January,Saturday,Based on Radio Run,POM,808,SGT,808,1,CPW,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COOPERTIVE,52,MALE,WHITE HISPANIC,5.6,180,MED,BRO,BLK,47,4030 LACONIA AVENUE,BRONX
108,19:08:00,2018,January,Saturday,Based on Radio Run,POM,84,LT,84,2,OTHER,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AGITATED,29,MALE,BLACK,5.6,175,MED,BRO,BRO,84,JAY STREET && MYRTLE AVENUE,BROOKLYN
109,15:30:00,2018,January,Saturday,Based on Self Initiated,POM,111,SGT,111,5,GRAND LARCENY AUTO,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CALM,40,MALE,WHITE,5.11,195,MED,HAZ,BRO,111,46-33 216 STREET,QUEENS
110,3:13:00,2018,January,Saturday,Based on C/W on Scene,POM,121,SGT,121,1,PETIT LARCENY,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COOPERATIVE,29,MALE,WHITE,5.7,165,MED,BRO,BLK,121,40 TALARICO COURT,STATEN ISLAND
111,3:50:00,2018,January,Sunday,Based on Radio Run,POM,40,SGT,40,2,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,31,MALE,BLACK,6.2,240,HEA,BRO,BLK,40,COURTLANDT AVENUE && EAST 150 STREET,BRONX
112,6:32:00,2018,January,Sunday,Based on Self Initiated,POM,61,POM,61,3,BURGLARY,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,UPSET,20,MALE,BLACK HISPANIC,5.9,180,MED,BRO,XXX,61,KINGS HIGHWAY && EAST 15 STREET,BROOKLYN
113,11:37:00,2018,January,Sunday,Based on Radio Run,POM,73,LT,73,3,BURGLARY,15,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,43,MALE,BLACK,5.7,200,HEA,BRO,XXX,73,578 SARATOGA AVENUE,BROOKLYN
114,18:20:00,2018,January,Sunday,Based on Self Initiated,POM,101,SGT,101,1,ROBBERY,9,0,"UNCOOPERATIVE SUBJECT, ONGOING ROBBERY INVESTIGATION",1,OTHER,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,ANGRY,16,MALE,BLACK,5.6,160,MED,BRO,BLK,101,BEACH 30 STREET && DEERFIELD ROAD,QUEENS
115,0:06:00,2018,January,Sunday,Based on Radio Run,POM,109,LT,109,1,BURGLARY,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,INTOXICATED,35,MALE,BLACK HISPANIC,5.5,250,HEA,BLK,BLK,109,130-17 23 AVENUE,QUEENS
